 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4.11.2021    Time:  22: 5:27
 Units: L = m    , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
     3849  0.3123000E+04  0.10000E+01    2    11053     0    -5     T
     3850  0.3123500E+04  0.50000E+00    5    11058     0    -5     T
     3851  0.3124000E+04  0.50000E+00    4    11062     0    -5     T
     3852  0.3124500E+04  0.50000E+00    4    11066     0    -5     T
     3853  0.3125000E+04  0.50000E+00    2    11068     0    -5     T
     3854  0.3125500E+04  0.50000E+00    6    11074     0    -5     T
     3855  0.3126000E+04  0.50000E+00    4    11078     0    -5     T
     3856  0.3127000E+04  0.10000E+01    6    11084     0    -5     T
     3857  0.3127500E+04  0.50000E+00    4    11088     0    -5     T
     3858  0.3128000E+04  0.50000E+00    2    11090     0    -5     T
     3859  0.3129000E+04  0.10000E+01    2    11092     0    -5     T
     3860  0.3130000E+04  0.10000E+01    2    11094     0    -5     T
     3861  0.3131000E+04  0.10000E+01    2    11096     0    -5     T
     3862  0.3132000E+04  0.10000E+01    2    11098     0    -5     T
     3863  0.3133000E+04  0.10000E+01    2    11100     0    -5     T
     3864  0.3133500E+04  0.50000E+00    2    11102     0    -5     T
     3865  0.3134000E+04  0.50000E+00    2    11104     0    -5     T
     3866  0.3135000E+04  0.10000E+01    2    11106     0    -5     T
     3867  0.3136000E+04  0.10000E+01    2    11108     0    -5     T
     3868  0.3137000E+04  0.10000E+01    2    11110     0    -5     T
     3869  0.3138000E+04  0.10000E+01    2    11112     0    -5     T
     3870  0.3139000E+04  0.10000E+01    2    11114     0    -5     T
     3871  0.3140000E+04  0.10000E+01    2    11116     0    -5     T
     3872  0.3141000E+04  0.10000E+01    2    11118     0    -5     T
     3873  0.3142000E+04  0.10000E+01    2    11120     0    -5     T
     3874  0.3143000E+04  0.10000E+01    2    11122     0    -5     T
     3875  0.3144000E+04  0.10000E+01    2    11124     0    -5     T
     3876  0.3145000E+04  0.10000E+01    2    11126     0    -5     T
     3877  0.3146000E+04  0.10000E+01    2    11128     0    -5     T
     3878  0.3147000E+04  0.10000E+01    2    11130     0    -5     T
     3879  0.3148000E+04  0.10000E+01    2    11132     0    -5     T
     3880  0.3149000E+04  0.10000E+01    2    11134     0    -5     T
     3881  0.3150000E+04  0.10000E+01    2    11136     0    -5     T
     3882  0.3151000E+04  0.10000E+01    2    11138     0    -5     T
     3883  0.3152000E+04  0.10000E+01    2    11140     0    -5     T
     3884  0.3152500E+04  0.50000E+00    5    11145     0    -5     T
     3885  0.3153000E+04  0.50000E+00    4    11149     0    -5     T
     3886  0.3153500E+04  0.50000E+00    4    11153     0    -5     T
     3887  0.3154000E+04  0.50000E+00    3    11156     0    -5     T
     3888  0.3155000E+04  0.10000E+01    4    11160     0    -5     T
     3889  0.3156000E+04  0.10000E+01    3    11163     0    -5     T
     3890  0.3157000E+04  0.10000E+01    2    11165     0    -5     T
     3891  0.3158000E+04  0.10000E+01    2    11167     0    -5     T
     3892  0.3159000E+04  0.10000E+01    2    11169     0    -5     T
     3893  0.3160000E+04  0.10000E+01    2    11171     0    -5     T
     3894  0.3161000E+04  0.10000E+01    2    11173     0    -5     T
     3895  0.3162000E+04  0.10000E+01    2    11175     0    -5     T
     3896  0.3163000E+04  0.10000E+01    2    11177     0    -5     T
     3897  0.3164000E+04  0.10000E+01    2    11179     0    -5     T
     3898  0.3164500E+04  0.50000E+00    4    11183     0    -5     T
     3899  0.3165000E+04  0.50000E+00    4    11187     0    -5     T
     3900  0.3166000E+04  0.10000E+01    4    11191     0    -5     T
     3901  0.3167000E+04  0.10000E+01    4    11195     0    -5     T
     3902  0.3168000E+04  0.10000E+01    3    11198     0    -5     T
     3903  0.3169000E+04  0.10000E+01    2    11200     0    -5     T
     3904  0.3169500E+04  0.50000E+00    3    11203     0    -5     T
     3905  0.3170000E+04  0.50000E+00    2    11205     0    -5     T
     3906  0.3171000E+04  0.10000E+01    2    11207     0    -5     T
     3907  0.3172000E+04  0.10000E+01    3    11210     0    -5     T
     3908  0.3173000E+04  0.10000E+01    2    11212     0    -5     T
     3909  0.3174000E+04  0.10000E+01    2    11214     0    -5     T
     3910  0.3175000E+04  0.10000E+01    2    11216     0    -5     T
     3911  0.3176000E+04  0.10000E+01    2    11218     0    -5     T
     3912  0.3177000E+04  0.10000E+01    2    11220     0    -5     T
     3913  0.3177500E+04  0.50000E+00    4    11224     0    -5     T
     3914  0.3178000E+04  0.50000E+00    4    11228     0    -5     T
     3915  0.3178500E+04  0.50000E+00    2    11230     0    -5     T
     3916  0.3179000E+04  0.50000E+00    2    11232     0    -5     T
     3917  0.3180000E+04  0.10000E+01    4    11236     0    -5     T
     3918  0.3181000E+04  0.10000E+01    3    11239     0    -5     T
     3919  0.3181500E+04  0.50000E+00    4    11243     0    -5     T
     3920  0.3182000E+04  0.50000E+00    2    11245     0    -5     T
     3921  0.3183000E+04  0.10000E+01    3    11248     0    -5     T
     3922  0.3184000E+04  0.10000E+01    2    11250     0    -5     T
     3923  0.3184500E+04  0.50000E+00    3    11253     0    -5     T
     3924  0.3185000E+04  0.50000E+00    2    11255     0    -5     T
     3925  0.3185500E+04  0.50000E+00    3    11258     0    -5     T
     3926  0.3186000E+04  0.50000E+00    2    11260     0    -5     T
     3927  0.3186500E+04  0.50000E+00    4    11264     0    -5     T
     3928  0.3187000E+04  0.50000E+00    2    11266     0    -5     T
     3929  0.3188000E+04  0.10000E+01    2    11268     0    -5     T
     3930  0.3189000E+04  0.10000E+01    2    11270     0    -5     T
     3931  0.3190000E+04  0.10000E+01    2    11272     0    -5     T
     3932  0.3191000E+04  0.10000E+01    2    11274     0    -5     T
     3933  0.3192000E+04  0.10000E+01    2    11276     0    -5     T
     3934  0.3192500E+04  0.50000E+00    6    11282     0    -5     T
     3935  0.3193000E+04  0.50000E+00    5    11287     0    -5     T
     3936  0.3193500E+04  0.50000E+00    5    11292     0    -5     T
     3937  0.3194000E+04  0.50000E+00    3    11295     0    -5     T
     3938  0.3195000E+04  0.10000E+01    3    11298     0    -5     T
     3939  0.3196000E+04  0.10000E+01    2    11300     0    -5     T
     3940  0.3197000E+04  0.10000E+01    2    11302     0    -5     T
     3941  0.3198000E+04  0.10000E+01    2    11304     0    -5     T
     3942  0.3199000E+04  0.10000E+01    2    11306     0    -5     T
     3943  0.3200000E+04  0.10000E+01    2    11308     0    -5     T
     3944  0.3200500E+04  0.50000E+00    5    11313     0    -5     T
     3945  0.3201000E+04  0.50000E+00    4    11317     0    -5     T
     3946  0.3202000E+04  0.10000E+01    5    11322     0    -5     T
     3947  0.3203000E+04  0.10000E+01    2    11324     0    -5     T
     3948  0.3203500E+04  0.50000E+00    5    11329     0    -5     T
     3949  0.3204000E+04  0.50000E+00    4    11333     0    -5     T
     3950  0.3205000E+04  0.10000E+01    5    11338     0    -5     T
     3951  0.3205500E+04  0.50000E+00    8    11346     0    -5     T
     3952  0.3206000E+04  0.50000E+00    7    11353     0    -5     T
     3953  0.3206500E+04  0.50000E+00    6    11359     0    -5     T
     3954  0.3207000E+04  0.50000E+00    4    11363     0    -5     T
     3955  0.3207500E+04  0.50000E+00    4    11367     0    -5     T
     3956  0.3208000E+04  0.50000E+00    3    11370     0    -5     T
     3957  0.3208409E+04  0.40863E+00    4    11374     0    -5     T
     3958  0.3209000E+04  0.59137E+00    2    11376     0    -5     T
     3959  0.3209409E+04  0.40863E+00    2    11378     0    -5     T
     3960  0.3210000E+04  0.59137E+00    2    11380     0    -5     T
     3961  0.3211000E+04  0.10000E+01    2    11382     0    -5     T
     3962  0.3211500E+04  0.50000E+00    5    11387     0    -5     T
     3963  0.3212000E+04  0.50000E+00    4    11391     0    -5     T
     3964  0.3212500E+04  0.50000E+00    4    11395     0    -5     T
     3965  0.3213000E+04  0.50000E+00    2    11397     0    -5     T
     3966  0.3214000E+04  0.10000E+01    4    11401     0    -5     T
     3967  0.3214500E+04  0.50000E+00    7    11408     0    -5     T
     3968  0.3215000E+04  0.50000E+00    5    11413     0    -5     T
     3969  0.3215500E+04  0.50000E+00    6    11419     0    -5     T
     3970  0.3216000E+04  0.50000E+00    4    11423     0    -5     T
     3971  0.3216500E+04  0.50000E+00    3    11426     0    -5     T
     3972  0.3217000E+04  0.50000E+00    2    11428     0    -5     T
     3973  0.3218000E+04  0.10000E+01    4    11432     0    -5     T
     3974  0.3218500E+04  0.50000E+00    4    11436     0    -5     T
     3975  0.3219000E+04  0.50000E+00    4    11440     0    -5     T
     3976  0.3220000E+04  0.10000E+01    4    11444     0    -5     T
     3977  0.3221000E+04  0.10000E+01    2    11446     0    -5     T
     3978  0.3222000E+04  0.10000E+01    2    11448     0    -5     T
     3979  0.3223000E+04  0.10000E+01    2    11450     0    -5     T
     3980  0.3223500E+04  0.50000E+00    5    11455     0    -5     T
     3981  0.3224000E+04  0.50000E+00    4    11459     0    -5     T
     3982  0.3224500E+04  0.50000E+00    4    11463     0    -5     T
     3983  0.3225000E+04  0.50000E+00    3    11466     0    -5     T
     3984  0.3226000E+04  0.10000E+01    2    11468     0    -5     T
     3985  0.3226500E+04  0.50000E+00    2    11470     0    -5     T
     3986  0.3227000E+04  0.50000E+00    2    11472     0    -5     T
     3987  0.3228000E+04  0.10000E+01    2    11474     0    -5     T
     3988  0.3228500E+04  0.50000E+00    2    11476     0    -5     T
     3989  0.3229000E+04  0.50000E+00    2    11478     0    -5     T
     3990  0.3230000E+04  0.10000E+01    2    11480     0    -5     T
     3991  0.3231000E+04  0.10000E+01    2    11482     0    -5     T
     3992  0.3232000E+04  0.10000E+01    2    11484     0    -5     T
     3993  0.3233000E+04  0.10000E+01    2    11486     0    -5     T
     3994  0.3234000E+04  0.10000E+01    2    11488     0    -5     T
     3995  0.3235000E+04  0.10000E+01    2    11490     0    -5     T
     3996  0.3236000E+04  0.10000E+01    2    11492     0    -5     T
     3997  0.3237000E+04  0.10000E+01    2    11494     0    -5     T
     3998  0.3237500E+04  0.50000E+00    6    11500     0    -5     T
     3999  0.3238000E+04  0.50000E+00    4    11504     0    -5     T
     4000  0.3239000E+04  0.10000E+01    6    11510     0    -5     T
     4001  0.3239500E+04  0.50000E+00    5    11515     0    -5     T
     4002  0.3240000E+04  0.50000E+00    4    11519     0    -5     T
     4003  0.3241000E+04  0.10000E+01    4    11523     0    -5     T
     4004  0.3242000E+04  0.10000E+01    4    11527     0    -5     T
     4005  0.3243000E+04  0.10000E+01    2    11529     0    -5     T
     4006  0.3244000E+04  0.10000E+01    2    11531     0    -5     T
     4007  0.3245000E+04  0.10000E+01    2    11533     0    -5     T
     4008  0.3245500E+04  0.50000E+00    2    11535     0    -5     T
     4009  0.3246000E+04  0.50000E+00    2    11537     0    -5     T
     4010  0.3247000E+04  0.10000E+01    3    11540     0    -5     T
     4011  0.3248000E+04  0.10000E+01    2    11542     0    -5     T
     4012  0.3249000E+04  0.10000E+01    2    11544     0    -5     T
     4013  0.3250000E+04  0.10000E+01    2    11546     0    -5     T
     4014  0.3251000E+04  0.10000E+01    2    11548     0    -5     T
     4015  0.3252000E+04  0.10000E+01    2    11550     0    -5     T
     4016  0.3252500E+04  0.50000E+00    6    11556     0    -5     T
     4017  0.3253000E+04  0.50000E+00    5    11561     0    -5     T
     4018  0.3253500E+04  0.50000E+00    5    11566     0    -5     T
     4019  0.3254000E+04  0.50000E+00    3    11569     0    -5     T
     4020  0.3254500E+04  0.50000E+00    2    11571     0    -5     T
     4021  0.3255000E+04  0.50000E+00    2    11573     0    -5     T
     4022  0.3256000E+04  0.10000E+01    2    11575     0    -5     T
     4023  0.3257000E+04  0.10000E+01    2    11577     0    -5     T
     4024  0.3258000E+04  0.10000E+01    2    11579     0    -5     T
     4025  0.3259000E+04  0.10000E+01    2    11581     0    -5     T
     4026  0.3260000E+04  0.10000E+01    2    11583     0    -5     T
     4027  0.3261000E+04  0.10000E+01    2    11585     0    -5     T
     4028  0.3261500E+04  0.50000E+00    4    11589     0    -5     T
     4029  0.3262000E+04  0.50000E+00    2    11591     0    -5     T
     4030  0.3262500E+04  0.50000E+00    4    11595     0    -5     T
     4031  0.3263000E+04  0.50000E+00    2    11597     0    -5     T
     4032  0.3264000E+04  0.10000E+01    2    11599     0    -5     T
     4033  0.3265000E+04  0.10000E+01    2    11601     0    -5     T
     4034  0.3266000E+04  0.10000E+01    2    11603     0    -5     T
     4035  0.3267000E+04  0.10000E+01    2    11605     0    -5     T
     4036  0.3268000E+04  0.10000E+01    2    11607     0    -5     T
     4037  0.3268500E+04  0.50000E+00    2    11609     0    -5     T
     4038  0.3269000E+04  0.50000E+00    2    11611     0    -5     T
     4039  0.3270000E+04  0.10000E+01    2    11613     0    -5     T
     4040  0.3271000E+04  0.10000E+01    2    11615     0    -5     T
     4041  0.3272000E+04  0.10000E+01    2    11617     0    -5     T
     4042  0.3273000E+04  0.10000E+01    2    11619     0    -5     T
     4043  0.3274000E+04  0.10000E+01    2    11621     0    -5     T
     4044  0.3275000E+04  0.10000E+01    2    11623     0    -5     T
     4045  0.3276000E+04  0.10000E+01    2    11625     0    -5     T
     4046  0.3277000E+04  0.10000E+01    2    11627     0    -5     T
     4047  0.3278000E+04  0.10000E+01    2    11629     0    -5     T
     4048  0.3279000E+04  0.10000E+01    2    11631     0    -5     T
     4049  0.3279500E+04  0.50000E+00    6    11637     0    -5     T
     4050  0.3280000E+04  0.50000E+00    4    11641     0    -5     T
     4051  0.3281000E+04  0.10000E+01    5    11646     0    -5     T
     4052  0.3282000E+04  0.10000E+01    2    11648     0    -5     T
     4053  0.3283000E+04  0.10000E+01    2    11650     0    -5     T
     4054  0.3284000E+04  0.10000E+01    2    11652     0    -5     T
     4055  0.3284500E+04  0.50000E+00    4    11656     0    -5     T
     4056  0.3285000E+04  0.50000E+00    4    11660     0    -5     T
     4057  0.3286000E+04  0.10000E+01    4    11664     0    -5     T
     4058  0.3287000E+04  0.10000E+01    2    11666     0    -5     T
     4059  0.3288000E+04  0.10000E+01    2    11668     0    -5     T
     4060  0.3289000E+04  0.10000E+01    2    11670     0    -5     T
     4061  0.3290000E+04  0.10000E+01    2    11672     0    -5     T
     4062  0.3291000E+04  0.10000E+01    2    11674     0    -5     T
     4063  0.3292000E+04  0.10000E+01    2    11676     0    -5     T
     4064  0.3292500E+04  0.50000E+00    4    11680     0    -5     T
     4065  0.3293000E+04  0.50000E+00    4    11684     0    -5     T
     4066  0.3293500E+04  0.50000E+00    2    11686     0    -5     T
     4067  0.3294000E+04  0.50000E+00    2    11688     0    -5     T
     4068  0.3295000E+04  0.10000E+01    4    11692     0    -5     T
     4069  0.3295500E+04  0.50000E+00    7    11699     0    -5     T
     4070  0.3296000E+04  0.50000E+00    6    11705     0    -5     T
     4071  0.3296500E+04  0.50000E+00    6    11711     0    -5     T
     4072  0.3297000E+04  0.50000E+00    4    11715     0    -5     T
     4073  0.3297500E+04  0.50000E+00    3    11718     0    -5     T
     4074  0.3298000E+04  0.50000E+00    2    11720     0    -5     T
     4075  0.3299000E+04  0.10000E+01    3    11723     0    -5     T
     4076  0.3299500E+04  0.50000E+00    2    11725     0    -5     T
     4077  0.3300000E+04  0.50000E+00    2    11727     0    -5     T
     4078  0.3301000E+04  0.10000E+01    2    11729     0    -5     T
     4079  0.3302000E+04  0.10000E+01    4    11733     0    -5     T
     4080  0.3303000E+04  0.10000E+01    4    11737     0    -5     T
     4081  0.3304000E+04  0.10000E+01    2    11739     0    -5     T
     4082  0.3305000E+04  0.10000E+01    2    11741     0    -5     T
     4083  0.3306000E+04  0.10000E+01    2    11743     0    -5     T
     4084  0.3307000E+04  0.10000E+01    2    11745     0    -5     T
     4085  0.3308000E+04  0.10000E+01    2    11747     0    -5     T
     4086  0.3309000E+04  0.10000E+01    7    11754     0    -5     T
     4087  0.3310000E+04  0.10000E+01    6    11760     0    -5     T
     4088  0.3311000E+04  0.10000E+01    4    11764     0    -5     T
     4089  0.3312000E+04  0.10000E+01    2    11766     0    -5     T
     4090  0.3313000E+04  0.10000E+01    2    11768     0    -5     T
     4091  0.3314000E+04  0.10000E+01    2    11770     0    -5     T
     4092  0.3315000E+04  0.10000E+01    2    11772     0    -5     T
     4093  0.3316000E+04  0.10000E+01    2    11774     0    -5     T
     4094  0.3317000E+04  0.10000E+01    2    11776     0    -5     T
     4095  0.3318000E+04  0.10000E+01    2    11778     0    -5     T
     4096  0.3319000E+04  0.10000E+01    2    11780     0    -5     T
     4097  0.3320000E+04  0.10000E+01    2    11782     0    -5     T
     4098  0.3321000E+04  0.10000E+01    2    11784     0    -5     T
     4099  0.3321500E+04  0.50000E+00    4    11788     0    -5     T
     4100  0.3322000E+04  0.50000E+00    4    11792     0    -5     T
     4101  0.3323000E+04  0.10000E+01    5    11797     0    -5     T
     4102  0.3323500E+04  0.50000E+00    2    11799     0    -5     T
     4103  0.3324000E+04  0.50000E+00    2    11801     0    -5     T
     4104  0.3325000E+04  0.10000E+01    2    11803     0    -5     T
     4105  0.3326000E+04  0.10000E+01    2    11805     0    -5     T
     4106  0.3327000E+04  0.10000E+01    2    11807     0    -5     T
     4107  0.3328000E+04  0.10000E+01    2    11809     0    -5     T
     4108  0.3329000E+04  0.10000E+01    2    11811     0    -5     T
     4109  0.3329500E+04  0.50000E+00    4    11815     0    -5     T
     4110  0.3330000E+04  0.50000E+00    2    11817     0    -5     T
     4111  0.3330500E+04  0.50000E+00    2    11819     0    -5     T
     4112  0.3331000E+04  0.50000E+00    2    11821     0    -5     T
     4113  0.3331500E+04  0.50000E+00    5    11826     0    -5     T
     4114  0.3332000E+04  0.50000E+00    4    11830     0    -5     T
     4115  0.3332500E+04  0.50000E+00    4    11834     0    -5     T
     4116  0.3333000E+04  0.50000E+00    2    11836     0    -5     T
     4117  0.3334000E+04  0.10000E+01    2    11838     0    -5     T
     4118  0.3335000E+04  0.10000E+01    2    11840     0    -5     T
     4119  0.3336000E+04  0.10000E+01    2    11842     0    -5     T
     4120  0.3337000E+04  0.10000E+01    2    11844     0    -5     T
     4121  0.3337500E+04  0.50000E+00    2    11846     0    -5     T
     4122  0.3338000E+04  0.50000E+00    2    11848     0    -5     T
     4123  0.3339000E+04  0.10000E+01    2    11850     0    -5     T
     4124  0.3339500E+04  0.50000E+00    2    11852     0    -5     T
     4125  0.3340000E+04  0.50000E+00    2    11854     0    -5     T
     4126  0.3341000E+04  0.10000E+01    2    11856     0    -5     T
     4127  0.3342000E+04  0.10000E+01    2    11858     0    -5     T
     4128  0.3343000E+04  0.10000E+01    2    11860     0    -5     T
     4129  0.3344000E+04  0.10000E+01    2    11862     0    -5     T
     4130  0.3345000E+04  0.10000E+01    2    11864     0    -5     T
     4131  0.3346000E+04  0.10000E+01    2    11866     0    -5     T
     4132  0.3347000E+04  0.10000E+01    2    11868     0    -5     T
     4133  0.3347500E+04  0.50000E+00    4    11872     0    -5     T
     4134  0.3348000E+04  0.50000E+00    2    11874     0    -5     T
     4135  0.3349000E+04  0.10000E+01    4    11878     0    -5     T
     4136  0.3349500E+04  0.50000E+00    4    11882     0    -5     T
     4137  0.3350000E+04  0.50000E+00    2    11884     0    -5     T
     4138  0.3351000E+04  0.10000E+01    4    11888     0    -5     T
     4139  0.3352000E+04  0.10000E+01    2    11890     0    -5     T
     4140  0.3353000E+04  0.10000E+01    2    11892     0    -5     T
     4141  0.3353500E+04  0.50000E+00    3    11895     0    -5     T
     4142  0.3354000E+04  0.50000E+00    2    11897     0    -5     T
     4143  0.3355000E+04  0.10000E+01    2    11899     0    -5     T
     4144  0.3355500E+04  0.50000E+00    4    11903     0    -5     T
     4145  0.3356000E+04  0.50000E+00    4    11907     0    -5     T
     4146  0.3357000E+04  0.10000E+01    4    11911     0    -5     T
     4147  0.3357500E+04  0.50000E+00    2    11913     0    -5     T
     4148  0.3358000E+04  0.50000E+00    2    11915     0    -5     T
     4149  0.3358500E+04  0.50000E+00    4    11919     0    -5     T
     4150  0.3359000E+04  0.50000E+00    2    11921     0    -5     T
     4151  0.3360000E+04  0.10000E+01    4    11925     0    -5     T
     4152  0.3360500E+04  0.50000E+00    4    11929     0    -5     T
     4153  0.3361000E+04  0.50000E+00    2    11931     0    -5     T
     4154  0.3362000E+04  0.10000E+01    2    11933     0    -5     T
     4155  0.3363000E+04  0.10000E+01    2    11935     0    -5     T
     4156  0.3364000E+04  0.10000E+01    2    11937     0    -5     T
     4157  0.3365000E+04  0.10000E+01    2    11939     0    -5     T
     4158  0.3366000E+04  0.10000E+01    2    11941     0    -5     T
     4159  0.3367000E+04  0.10000E+01    2    11943     0    -5     T
     4160  0.3367500E+04  0.50000E+00    3    11946     0    -5     T
     4161  0.3368000E+04  0.50000E+00    2    11948     0    -5     T
     4162  0.3369000E+04  0.10000E+01    3    11951     0    -5     T
     4163  0.3369500E+04  0.50000E+00    3    11954     0    -5     T
     4164  0.3370000E+04  0.50000E+00    2    11956     0    -5     T
     4165  0.3371000E+04  0.10000E+01    3    11959     0    -5     T
     4166  0.3372000E+04  0.10000E+01    2    11961     0    -5     T
     4167  0.3373000E+04  0.10000E+01    2    11963     0    -5     T
     4168  0.3374000E+04  0.10000E+01    2    11965     0    -5     T
     4169  0.3375000E+04  0.10000E+01    2    11967     0    -5     T
     4170  0.3376000E+04  0.10000E+01    2    11969     0    -5     T
     4171  0.3377000E+04  0.10000E+01    2    11971     0    -5     T
     4172  0.3378000E+04  0.10000E+01    2    11973     0    -5     T
     4173  0.3378500E+04  0.50000E+00    2    11975     0    -5     T
     4174  0.3379000E+04  0.50000E+00    2    11977     0    -5     T
     4175  0.3380000E+04  0.10000E+01    4    11981     0    -5     T
     4176  0.3381000E+04  0.10000E+01    2    11983     0    -5     T
     4177  0.3381500E+04  0.50000E+00    2    11985     0    -5     T
     4178  0.3382000E+04  0.50000E+00    2    11987     0    -5     T
     4179  0.3383000E+04  0.10000E+01    2    11989     0    -5     T
     4180  0.3384000E+04  0.10000E+01    4    11993     0    -5     T
     4181  0.3384500E+04  0.50000E+00    2    11995     0    -5     T
     4182  0.3385000E+04  0.50000E+00    2    11997     0    -5     T
     4183  0.3386000E+04  0.10000E+01    2    11999     0    -5     T
     4184  0.3387000E+04  0.10000E+01    4    12003     0    -5     T
     4185  0.3388000E+04  0.10000E+01    2    12005     0    -5     T
     4186  0.3388500E+04  0.50000E+00    2    12007     0    -5     T
     4187  0.3389000E+04  0.50000E+00    2    12009     0    -5     T
     4188  0.3390000E+04  0.10000E+01    4    12013     0    -5     T
     4189  0.3391000E+04  0.10000E+01    2    12015     0    -5     T
     4190  0.3392000E+04  0.10000E+01    2    12017     0    -5     T
     4191  0.3393000E+04  0.10000E+01    2    12019     0    -5     T
     4192  0.3394000E+04  0.10000E+01    2    12021     0    -5     T
     4193  0.3395000E+04  0.10000E+01    2    12023     0    -5     T
     4194  0.3395500E+04  0.50000E+00    4    12027     0    -5     T
     4195  0.3396000E+04  0.50000E+00    2    12029     0    -5     T
     4196  0.3397000E+04  0.10000E+01    4    12033     0    -5     T
     4197  0.3398000E+04  0.10000E+01    2    12035     0    -5     T
     4198  0.3399000E+04  0.10000E+01    2    12037     0    -5     T
     4199  0.3400000E+04  0.10000E+01    2    12039     0    -5     T
     4200  0.3401000E+04  0.10000E+01    2    12041     0    -5     T
     4201  0.3402000E+04  0.10000E+01    2    12043     0    -5     T
     4202  0.3403000E+04  0.10000E+01    2    12045     0    -5     T
     4203  0.3403500E+04  0.50000E+00    2    12047     0    -5     T
     4204  0.3404000E+04  0.50000E+00    2    12049     0    -5     T
     4205  0.3405000E+04  0.10000E+01    4    12053     0    -5     T
     4206  0.3406000E+04  0.10000E+01    2    12055     0    -5     T
     4207  0.3407000E+04  0.10000E+01    2    12057     0    -5     T
     4208  0.3408000E+04  0.10000E+01    2    12059     0    -5     T
     4209  0.3408500E+04  0.50000E+00    2    12061     0    -5     T
     4210  0.3409000E+04  0.50000E+00    2    12063     0    -5     T
     4211  0.3410000E+04  0.10000E+01    2    12065     0    -5     T
     4212  0.3410500E+04  0.50000E+00    2    12067     0    -5     T
     4213  0.3411000E+04  0.50000E+00    2    12069     0    -5     T
     4214  0.3411500E+04  0.50000E+00    3    12072     0    -5     T
     4215  0.3412000E+04  0.50000E+00    2    12074     0    -5     T
     4216  0.3413000E+04  0.10000E+01    4    12078     0    -5     T
     4217  0.3414000E+04  0.10000E+01    2    12080     0    -5     T
     4218  0.3415000E+04  0.10000E+01    2    12082     0    -5     T
     4219  0.3416000E+04  0.10000E+01    2    12084     0    -5     T
     4220  0.3416500E+04  0.50000E+00    2    12086     0    -5     T
     4221  0.3417000E+04  0.50000E+00    2    12088     0    -5     T
     4222  0.3418000E+04  0.10000E+01    2    12090     0    -5     T
     4223  0.3419000E+04  0.10000E+01    4    12094     0    -5     T
     4224  0.3420000E+04  0.10000E+01    2    12096     0    -5     T
     4225  0.3420500E+04  0.50000E+00    2    12098     0    -5     T
     4226  0.3421000E+04  0.50000E+00    2    12100     0    -5     T
     4227  0.3422000E+04  0.10000E+01    4    12104     0    -5     T
     4228  0.3422500E+04  0.50000E+00    2    12106     0    -5     T
     4229  0.3423000E+04  0.50000E+00    2    12108     0    -5     T
     4230  0.3424000E+04  0.10000E+01    4    12112     0    -5     T
     4231  0.3425000E+04  0.10000E+01    2    12114     0    -5     T
     4232  0.3426000E+04  0.10000E+01    2    12116     0    -5     T
     4233  0.3427000E+04  0.10000E+01    2    12118     0    -5     T
     4234  0.3427500E+04  0.50000E+00    2    12120     0    -5     T
     4235  0.3428000E+04  0.50000E+00    2    12122     0    -5     T
     4236  0.3429000E+04  0.10000E+01    4    12126     0    -5     T
     4237  0.3429500E+04  0.50000E+00    2    12128     0    -5     T
     4238  0.3430000E+04  0.50000E+00    2    12130     0    -5     T
     4239  0.3431000E+04  0.10000E+01    2    12132     0    -5     T
     4240  0.3431500E+04  0.50000E+00    4    12136     0    -5     T
     4241  0.3432000E+04  0.50000E+00    2    12138     0    -5     T
     4242  0.3433000E+04  0.10000E+01    4    12142     0    -5     T
     4243  0.3434000E+04  0.10000E+01    2    12144     0    -5     T
     4244  0.3435000E+04  0.10000E+01    2    12146     0    -5     T
     4245  0.3436000E+04  0.10000E+01    2    12148     0    -5     T
     4246  0.3437000E+04  0.10000E+01    2    12150     0    -5     T
     4247  0.3437500E+04  0.50000E+00    4    12154     0    -5     T
     4248  0.3438000E+04  0.50000E+00    2    12156     0    -5     T
     4249  0.3439000E+04  0.10000E+01    4    12160     0    -5     T
     4250  0.3440000E+04  0.10000E+01    2    12162     0    -5     T
     4251  0.3441000E+04  0.10000E+01    2    12164     0    -5     T
     4252  0.3441500E+04  0.50000E+00    4    12168     0    -5     T
     4253  0.3442000E+04  0.50000E+00    2    12170     0    -5     T
     4254  0.3443000E+04  0.10000E+01    4    12174     0    -5     T
     4255  0.3443500E+04  0.50000E+00    4    12178     0    -5     T
     4256  0.3444000E+04  0.50000E+00    4    12182     0    -5     T
     4257  0.3444500E+04  0.50000E+00    4    12186     0    -5     T
     4258  0.3445000E+04  0.50000E+00    2    12188     0    -5     T
     4259  0.3446000E+04  0.10000E+01    3    12191     0    -5     T
     4260  0.3447000E+04  0.10000E+01    2    12193     0    -5     T
     4261  0.3448000E+04  0.10000E+01    2    12195     0    -5     T
     4262  0.3449000E+04  0.10000E+01    2    12197     0    -5     T
     4263  0.3450000E+04  0.10000E+01    2    12199     0    -5     T
     4264  0.3451000E+04  0.10000E+01    2    12201     0    -5     T
     4265  0.3451500E+04  0.50000E+00    4    12205     0    -5     T
     4266  0.3452000E+04  0.50000E+00    2    12207     0    -5     T
     4267  0.3452500E+04  0.50000E+00    2    12209     0    -5     T
     4268  0.3453000E+04  0.50000E+00    4    12213     0    -5     T
