 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4.11.2021    Time:  22: 5:27
 Units: L = m    , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
     1190  0.9940000E+03  0.10000E+01    2     3303     0    -5     T
     1191  0.9950000E+03  0.10000E+01    2     3305     0    -5     T
     1192  0.9960000E+03  0.10000E+01    2     3307     0    -5     T
     1193  0.9970000E+03  0.10000E+01    4     3311     0    -5     T
     1194  0.9980000E+03  0.10000E+01    3     3314     0    -5     T
     1195  0.9990000E+03  0.10000E+01    2     3316     0    -5     T
     1196  0.1000000E+04  0.10000E+01    2     3318     0    -5     T
     1197  0.1001000E+04  0.10000E+01    2     3320     0    -5     T
     1198  0.1002000E+04  0.10000E+01    2     3322     0    -5     T
     1199  0.1003000E+04  0.10000E+01    2     3324     0    -5     T
     1200  0.1004000E+04  0.10000E+01    6     3330     0    -5     T
     1201  0.1005000E+04  0.10000E+01    5     3335     0    -5     T
     1202  0.1006000E+04  0.10000E+01    2     3337     0    -5     T
     1203  0.1007000E+04  0.10000E+01    2     3339     0    -5     T
     1204  0.1008000E+04  0.10000E+01    2     3341     0    -5     T
     1205  0.1009000E+04  0.10000E+01    4     3345     0    -5     T
     1206  0.1010000E+04  0.10000E+01    4     3349     0    -5     T
     1207  0.1011000E+04  0.10000E+01    4     3353     0    -5     T
     1208  0.1012000E+04  0.10000E+01    2     3355     0    -5     T
     1209  0.1013000E+04  0.10000E+01    2     3357     0    -5     T
     1210  0.1014000E+04  0.10000E+01    2     3359     0    -5     T
     1211  0.1015000E+04  0.10000E+01    2     3361     0    -5     T
     1212  0.1016000E+04  0.10000E+01    2     3363     0    -5     T
     1213  0.1017000E+04  0.10000E+01    2     3365     0    -5     T
     1214  0.1018000E+04  0.10000E+01    7     3372     0    -5     T
     1215  0.1019000E+04  0.10000E+01    6     3378     0    -5     T
     1216  0.1020000E+04  0.10000E+01    4     3382     0    -5     T
     1217  0.1020500E+04  0.50000E+00    2     3384     0    -5     T
     1218  0.1021000E+04  0.50000E+00    2     3386     0    -5     T
     1219  0.1021500E+04  0.50000E+00    5     3391     0    -5     T
     1220  0.1022000E+04  0.50000E+00    4     3395     0    -5     T
     1221  0.1022500E+04  0.50000E+00    4     3399     0    -5     T
     1222  0.1023000E+04  0.50000E+00    2     3401     0    -5     T
     1223  0.1023500E+04  0.50000E+00    5     3406     0    -5     T
     1224  0.1024000E+04  0.50000E+00    4     3410     0    -5     T
     1225  0.1024500E+04  0.50000E+00    4     3414     0    -5     T
     1226  0.1025000E+04  0.50000E+00    2     3416     0    -5     T
     1227  0.1025500E+04  0.50000E+00    4     3420     0    -5     T
     1228  0.1026000E+04  0.50000E+00    2     3422     0    -5     T
     1229  0.1027000E+04  0.10000E+01    2     3424     0    -5     T
     1230  0.1028000E+04  0.10000E+01    6     3430     0    -5     T
     1231  0.1029000E+04  0.10000E+01    5     3435     0    -5     T
     1232  0.1030000E+04  0.10000E+01    4     3439     0    -5     T
     1233  0.1031000E+04  0.10000E+01    2     3441     0    -5     T
     1234  0.1032000E+04  0.10000E+01    6     3447     0    -5     T
     1235  0.1033000E+04  0.10000E+01    5     3452     0    -5     T
     1236  0.1034000E+04  0.10000E+01    2     3454     0    -5     T
     1237  0.1035000E+04  0.10000E+01    2     3456     0    -5     T
     1238  0.1036000E+04  0.10000E+01    2     3458     0    -5     T
     1239  0.1037000E+04  0.10000E+01    2     3460     0    -5     T
     1240  0.1038000E+04  0.10000E+01    2     3462     0    -5     T
     1241  0.1039000E+04  0.10000E+01    2     3464     0    -5     T
     1242  0.1040000E+04  0.10000E+01    2     3466     0    -5     T
     1243  0.1041000E+04  0.10000E+01    7     3473     0    -5     T
     1244  0.1041500E+04  0.50000E+00    5     3478     0    -5     T
     1245  0.1042000E+04  0.50000E+00    2     3480     0    -5     T
     1246  0.1043000E+04  0.10000E+01    4     3484     0    -5     T
     1247  0.1044000E+04  0.10000E+01    2     3486     0    -5     T
     1248  0.1045000E+04  0.10000E+01    2     3488     0    -5     T
     1249  0.1045500E+04  0.50000E+00    5     3493     0    -5     T
     1250  0.1046000E+04  0.50000E+00    4     3497     0    -5     T
     1251  0.1047000E+04  0.10000E+01    5     3502     0    -5     T
     1252  0.1047500E+04  0.50000E+00    4     3506     0    -5     T
     1253  0.1048000E+04  0.50000E+00    2     3508     0    -5     T
     1254  0.1049000E+04  0.10000E+01    2     3510     0    -5     T
     1255  0.1049500E+04  0.50000E+00    4     3514     0    -5     T
     1256  0.1050000E+04  0.50000E+00    2     3516     0    -5     T
     1257  0.1051000E+04  0.10000E+01    3     3519     0    -5     T
     1258  0.1052000E+04  0.10000E+01    4     3523     0    -5     T
     1259  0.1052500E+04  0.50000E+00    4     3527     0    -5     T
     1260  0.1053000E+04  0.50000E+00    2     3529     0    -5     T
     1261  0.1053500E+04  0.50000E+00    2     3531     0    -5     T
     1262  0.1054000E+04  0.50000E+00    2     3533     0    -5     T
     1263  0.1055000E+04  0.10000E+01    2     3535     0    -5     T
     1264  0.1056000E+04  0.10000E+01    2     3537     0    -5     T
     1265  0.1056500E+04  0.50000E+00    2     3539     0    -5     T
     1266  0.1057000E+04  0.50000E+00    2     3541     0    -5     T
     1267  0.1058000E+04  0.10000E+01    3     3544     0    -5     T
     1268  0.1059000E+04  0.10000E+01    2     3546     0    -5     T
     1269  0.1060000E+04  0.10000E+01    2     3548     0    -5     T
     1270  0.1061000E+04  0.10000E+01    2     3550     0    -5     T
     1271  0.1062000E+04  0.10000E+01    2     3552     0    -5     T
     1272  0.1063000E+04  0.10000E+01    2     3554     0    -5     T
     1273  0.1064000E+04  0.10000E+01    2     3556     0    -5     T
     1274  0.1064500E+04  0.50000E+00    4     3560     0    -5     T
     1275  0.1065000E+04  0.50000E+00    3     3563     0    -5     T
     1276  0.1066000E+04  0.10000E+01    4     3567     0    -5     T
     1277  0.1066500E+04  0.50000E+00    8     3575     0    -5     T
     1278  0.1067000E+04  0.50000E+00    7     3582     0    -5     T
     1279  0.1067500E+04  0.50000E+00    7     3589     0    -5     T
     1280  0.1067750E+04  0.25000E+00    4     3593     0    -5     T
     1281  0.1068000E+04  0.25000E+00    3     3596     0    -5     T
     1282  0.1068250E+04  0.25000E+00    4     3600     0    -5     T
     1283  0.1068500E+04  0.25000E+00    2     3602     0    -5     T
     1284  0.1069000E+04  0.50000E+00    3     3605     0    -5     T
     1285  0.1069333E+04  0.33333E+00    2     3607     0    -5     T
     1286  0.1070000E+04  0.66667E+00    4     3611     0    -5     T
     1287  0.1070500E+04  0.50000E+00    2     3613     0    -5     T
     1288  0.1071000E+04  0.50000E+00    2     3615     0    -5     T
     1289  0.1071476E+04  0.47595E+00    2     3617     0    -5     T
     1290  0.1072000E+04  0.52405E+00    2     3619     0    -5     T
     1291  0.1072476E+04  0.47595E+00    5     3624     0    -5     T
     1292  0.1073000E+04  0.52405E+00    4     3628     0    -5     T
     1293  0.1073476E+04  0.47595E+00    4     3632     0    -5     T
     1294  0.1074000E+04  0.52405E+00    3     3635     0    -5     T
     1295  0.1074500E+04  0.50000E+00    2     3637     0    -5     T
     1296  0.1075000E+04  0.50000E+00    2     3639     0    -5     T
     1297  0.1076000E+04  0.10000E+01    2     3641     0    -5     T
     1298  0.1077000E+04  0.10000E+01    2     3643     0    -5     T
     1299  0.1078000E+04  0.10000E+01    2     3645     0    -5     T
     1300  0.1078500E+04  0.50000E+00    2     3647     0    -5     T
     1301  0.1079000E+04  0.50000E+00    2     3649     0    -5     T
     1302  0.1080000E+04  0.10000E+01    2     3651     0    -5     T
     1303  0.1081000E+04  0.10000E+01    2     3653     0    -5     T
     1304  0.1082000E+04  0.10000E+01    2     3655     0    -5     T
     1305  0.1083000E+04  0.10000E+01    2     3657     0    -5     T
     1306  0.1084000E+04  0.10000E+01    2     3659     0    -5     T
     1307  0.1084500E+04  0.50000E+00    4     3663     0    -5     T
     1308  0.1085000E+04  0.50000E+00    2     3665     0    -5     T
     1309  0.1085500E+04  0.50000E+00    2     3667     0    -5     T
     1310  0.1086000E+04  0.50000E+00    2     3669     0    -5     T
     1311  0.1086500E+04  0.50000E+00    4     3673     0    -5     T
     1312  0.1087000E+04  0.50000E+00    2     3675     0    -5     T
     1313  0.1088000E+04  0.10000E+01    4     3679     0    -5     T
     1314  0.1089000E+04  0.10000E+01    2     3681     0    -5     T
     1315  0.1090000E+04  0.10000E+01    2     3683     0    -5     T
     1316  0.1091000E+04  0.10000E+01    2     3685     0    -5     T
     1317  0.1092000E+04  0.10000E+01    2     3687     0    -5     T
     1318  0.1093000E+04  0.10000E+01    2     3689     0    -5     T
     1319  0.1094000E+04  0.10000E+01    2     3691     0    -5     T
     1320  0.1094500E+04  0.50000E+00    2     3693     0    -5     T
     1321  0.1095000E+04  0.50000E+00    2     3695     0    -5     T
     1322  0.1095500E+04  0.50000E+00    4     3699     0    -5     T
     1323  0.1096000E+04  0.50000E+00    3     3702     0    -5     T
     1324  0.1097000E+04  0.10000E+01    4     3706     0    -5     T
     1325  0.1098000E+04  0.10000E+01    2     3708     0    -5     T
     1326  0.1099000E+04  0.10000E+01    2     3710     0    -5     T
     1327  0.1100000E+04  0.10000E+01    2     3712     0    -5     T
     1328  0.1100500E+04  0.50000E+00    4     3716     0    -5     T
     1329  0.1101000E+04  0.50000E+00    2     3718     0    -5     T
     1330  0.1101500E+04  0.50000E+00    4     3722     0    -5     T
     1331  0.1102000E+04  0.50000E+00    2     3724     0    -5     T
     1332  0.1103000E+04  0.10000E+01    2     3726     0    -5     T
     1333  0.1104000E+04  0.10000E+01    2     3728     0    -5     T
     1334  0.1104500E+04  0.50000E+00    2     3730     0    -5     T
     1335  0.1105000E+04  0.50000E+00    2     3732     0    -5     T
     1336  0.1106000E+04  0.10000E+01    2     3734     0    -5     T
     1337  0.1107000E+04  0.10000E+01    2     3736     0    -5     T
     1338  0.1107500E+04  0.50000E+00    2     3738     0    -5     T
     1339  0.1108000E+04  0.50000E+00    2     3740     0    -5     T
     1340  0.1109000E+04  0.10000E+01    2     3742     0    -5     T
     1341  0.1110000E+04  0.10000E+01    2     3744     0    -5     T
     1342  0.1111000E+04  0.10000E+01    2     3746     0    -5     T
     1343  0.1112000E+04  0.10000E+01    2     3748     0    -5     T
     1344  0.1112500E+04  0.50000E+00    4     3752     0    -5     T
     1345  0.1113000E+04  0.50000E+00    4     3756     0    -5     T
     1346  0.1113500E+04  0.50000E+00    4     3760     0    -5     T
     1347  0.1114000E+04  0.50000E+00    2     3762     0    -5     T
     1348  0.1115000E+04  0.10000E+01    2     3764     0    -5     T
     1349  0.1116000E+04  0.10000E+01    2     3766     0    -5     T
     1350  0.1117000E+04  0.10000E+01    2     3768     0    -5     T
     1351  0.1118000E+04  0.10000E+01    2     3770     0    -5     T
     1352  0.1119000E+04  0.10000E+01    2     3772     0    -5     T
     1353  0.1120000E+04  0.10000E+01    2     3774     0    -5     T
     1354  0.1120500E+04  0.50000E+00    4     3778     0    -5     T
     1355  0.1121000E+04  0.50000E+00    2     3780     0    -5     T
     1356  0.1121500E+04  0.50000E+00    2     3782     0    -5     T
     1357  0.1122000E+04  0.50000E+00    2     3784     0    -5     T
     1358  0.1123000E+04  0.10000E+01    2     3786     0    -5     T
     1359  0.1123500E+04  0.50000E+00    4     3790     0    -5     T
     1360  0.1124000E+04  0.50000E+00    2     3792     0    -5     T
     1361  0.1124500E+04  0.50000E+00    2     3794     0    -5     T
     1362  0.1125000E+04  0.50000E+00    2     3796     0    -5     T
     1363  0.1126000E+04  0.10000E+01    2     3798     0    -5     T
     1364  0.1127000E+04  0.10000E+01    2     3800     0    -5     T
     1365  0.1128000E+04  0.10000E+01    2     3802     0    -5     T
     1366  0.1129000E+04  0.10000E+01    2     3804     0    -5     T
     1367  0.1130000E+04  0.10000E+01    2     3806     0    -5     T
     1368  0.1131000E+04  0.10000E+01    2     3808     0    -5     T
     1369  0.1132000E+04  0.10000E+01    2     3810     0    -5     T
     1370  0.1133000E+04  0.10000E+01    2     3812     0    -5     T
     1371  0.1134000E+04  0.10000E+01    2     3814     0    -5     T
     1372  0.1135000E+04  0.10000E+01    2     3816     0    -5     T
     1373  0.1136000E+04  0.10000E+01    2     3818     0    -5     T
     1374  0.1136500E+04  0.50000E+00    2     3820     0    -5     T
     1375  0.1137000E+04  0.50000E+00    2     3822     0    -5     T
     1376  0.1138000E+04  0.10000E+01    3     3825     0    -5     T
     1377  0.1138500E+04  0.50000E+00    3     3828     0    -5     T
     1378  0.1139000E+04  0.50000E+00    2     3830     0    -5     T
     1379  0.1140000E+04  0.10000E+01    3     3833     0    -5     T
     1380  0.1141000E+04  0.10000E+01    2     3835     0    -5     T
     1381  0.1142000E+04  0.10000E+01    2     3837     0    -5     T
     1382  0.1143000E+04  0.10000E+01    2     3839     0    -5     T
     1383  0.1144000E+04  0.10000E+01    2     3841     0    -5     T
     1384  0.1144500E+04  0.50000E+00    2     3843     0    -5     T
     1385  0.1145000E+04  0.50000E+00    2     3845     0    -5     T
     1386  0.1146000E+04  0.10000E+01    4     3849     0    -5     T
     1387  0.1146500E+04  0.50000E+00    2     3851     0    -5     T
     1388  0.1147000E+04  0.50000E+00    2     3853     0    -5     T
     1389  0.1148000E+04  0.10000E+01    4     3857     0    -5     T
     1390  0.1148500E+04  0.50000E+00    4     3861     0    -5     T
     1391  0.1149000E+04  0.50000E+00    2     3863     0    -5     T
     1392  0.1150000E+04  0.10000E+01    4     3867     0    -5     T
     1393  0.1151000E+04  0.10000E+01    2     3869     0    -5     T
     1394  0.1152000E+04  0.10000E+01    2     3871     0    -5     T
     1395  0.1153000E+04  0.10000E+01    2     3873     0    -5     T
     1396  0.1154000E+04  0.10000E+01    2     3875     0    -5     T
